Year,Month,Day,T,TM,Tm,H,PP,VV,V,VM,RA,TS,FG,pm10,no2,so2,co,AQI
2023,11,5,24.5,30,21.2,73,0,6.3,6.9,11.1,1,1,1,62,10,5,9,62
2023,11,6,24.5,30,21.2,73,0,6.3,6.9,11.1,1,1,1,61,10,3,9,61
2023,11,7,21.8,28.7,19.1,91,71.12,5.5,1.5,5.4,1,1,1,62,9,3,8,62
2023,11,8,23.4,27,20.5,83,29.21,6.3,3.5,5.4,1,1,1,61,9,4,9,61
2023,11,9,23.1,28.2,20.6,80,0,4.8,5.6,9.4,1,1,1,60,9,5,14,60
2023,11,10,23.1,28.2,20.6,80,0,4.8,5.6,9.4,1,1,1,50,9,6,9,50
2023,11,11,23.1,28.2,20.6,80,0,4.8,5.6,9.4,1,1,1,64,9,6,9,64
2023,11,18,23.1,28.2,20.6,80,0,4.8,5.6,9.4,1,1,1,64,9,5,11,64
2023,11,19,23.7,30,19.1,62,0,6.9,6.7,9.4,1,1,1,69,9,5,11,69
2023,11,20,23.6,29.9,18.9,68,0,6.9,4.6,7.6,1,1,1,67,9,5,11,67
2023,11,21,22.8,29.3,20.4,83,0,4,6.3,7.6,1,1,1,67,11,5,7,67
2023,11,22,22.8,29.3,20.4,83,0,4,6.3,7.6,1,1,1,60,8,4,9,60
2023,11,23,22.8,29.3,20.4,83,0,4,6.3,7.6,1,1,1,63,11,4,4,63
2023,11,24,22.8,29.3,20.4,83,0,4,6.3,7.6,1,1,1,65,12,4,12,65
2023,11,25,22.3,27,20.2,85,0,4,7.4,11.1,1,1,1,67,13,4,5,67
2023,11,26,22.9,26.7,18.8,73,0,6.3,8,9.4,1,1,1,65,11,4,5,65
2023,11,27,23,27.1,20.2,77,0,6.9,6.5,7.6,1,1,1,63,12,4,8,63
2023,11,28,23,27.1,20.2,77,0,6.9,6.5,7.6,1,1,1,65,12,4,6,65
2023,11,29,23,27.1,20.2,77,0,6.9,6.5,7.6,1,1,1,61,12,4,7,61
2023,11,30,23,27.1,20.2,77,0,6.9,6.5,7.6,1,1,1,61,11,5,9,61
2023,12,1,22.7,28.3,19.9,80,0,6.3,4.8,9.4,1,1,1,63,11,5,9,63
2023,12,2,22.7,27.4,18.7,77,0,5.5,4.8,7.6,1,1,1,61,13,5,7,61
2023,12,3,21.8,27.4,20.4,88,0.25,4,3.1,9.4,1,1,1,60,12,4,8,60
2023,12,4,21.8,27.4,20.4,88,0.25,4,3.1,9.4,1,1,1,64,11,4,7,64
2023,12,5,21.8,27.4,20.4,88,0.25,4,3.1,9.4,1,1,1,59,11,4,7,59
2023,12,6,21.8,27.4,20.4,88,0.25,4,3.1,9.4,1,1,1,59,12,5,6,59
2023,12,7,24.3,31.2,20.4,77,0,4.8,1.5,3.5,1,1,1,64,11,4,7,64
2023,12,8,23.8,30.1,21.1,80,0,4.8,5,7.6,1,1,1,165,13,4,7,165
2023,12,9,23.5,27.6,20.4,81,0,6.9,4.3,5.4,1,1,1,35,13,4,7,35
2023,12,10,23.5,27.6,20.4,81,0,6.9,4.3,5.4,1,1,1,35,12,4,7,35
2023,12,11,23.5,27.6,20.4,81,0,6.9,4.3,5.4,1,1,1,31,12,4,7,31
2023,12,12,23.5,27.6,20.4,81,0,6.9,4.3,5.4,1,1,1,33,12,4,7,33
2023,12,13,21.9,28.6,18.3,69,0,6.3,5,9.4,1,1,1,33,11,4,7,33
2023,12,14,21.2,27.5,17.7,73,0,7.7,5,5.4,1,1,1,57,11,4,7,57
2023,12,15,21.5,26.5,17.4,82,0,4.8,3,5.4,1,1,1,57,11,4,7,57
2023,12,16,21.5,26.5,17.4,82,0,4.8,3,5.4,1,1,1,50,11,4,7,50
2023,12,18,21.5,26.5,17.4,82,0,4.8,3,5.4,1,1,1,50,7,4,7,50
2023,12,19,21.6,26,17.7,70,0,5.5,2.2,5.4,1,1,1,64,8,4,7,64
2023,12,20,21.6,27.3,17.7,79,0,6.3,4.6,9.4,1,1,1,58,8,4,10,58
2023,12,21,21.4,27.4,18.4,81,0,6.3,3.1,5.4,1,1,1,59,8,4,8,59
2023,12,22,21.4,27.4,18.4,81,0,6.3,3.1,5.4,1,1,1,69,5,4,8,69
2023,12,23,21.4,27.4,18.4,81,0,6.3,3.1,5.4,1,1,1,56,7,4,7,56
2023,12,24,21.4,27.4,18.4,81,0,6.3,3.1,5.4,1,1,1,61,8,4,7,61
2023,12,27,21.7,29,16,61,0,6.9,5.4,9.4,0,0,0,61,5,4,7,61
2023,12,28,22,28.9,17.4,71,0,6.3,5.2,7.6,0,0,0,62,7,4,8,62
2023,12,29,22,28.9,17.4,71,0,6.3,5.2,7.6,0,0,0,64,8,4,7,64
2023,12,30,22,28.9,17.4,71,0,6.3,5.2,7.6,0,0,0,62,8,4,8,62
2023,12,31,22,28.9,17.4,71,0,6.3,5.2,7.6,0,0,0,64,7,4,7,64
2024,1,1,22.3,27.3,17,65,0,6.3,5.6,9.4,0,0,0,64,6,4,8,64
2024,1,2,21.9,28.2,18.5,68,0,6.3,5.9,9.4,0,0,0,62,6,3,9,62
2024,1,3,21.9,28.2,17.4,68,0,5.8,4.8,5.4,0,0,0,61,6,3,8,61
2024,1,4,21.9,28.2,17.4,68,0,5.8,4.8,5.4,0,0,0,62,5,4,8,62
2024,1,5,21.9,28.2,17.4,68,0,5.8,4.8,5.4,0,0,0,68,7,4,7,68
2024,1,6,21.9,28.2,17.4,68,0,5.8,4.8,5.4,0,0,0,189,7,4,7,189
2024,1,9,21.3,24.6,19.2,70,0,5.5,6.7,9.4,0,0,0,189,6,6,10,189
2024,1,10,21.3,24.6,19.2,70,0,5.5,6.7,9.4,0,0,0,189,7,5,13,189
2024,1,11,21.3,24.6,19.2,70,0,5.5,6.7,9.4,0,0,0,36,6,5,12,36
2024,1,12,21.3,24.6,19.2,70,0,5.5,6.7,9.4,0,0,0,51,7,5,13,51
2024,1,13,22.2,28.4,16.6,71,0,6.9,3.9,7.6,0,0,0,52,8,5,12,52
2024,1,14,22.9,29,18,66,0,6.9,3.3,7.6,0,0,0,53,8,5,12,53
2024,1,15,22.5,29.8,17,64,0,6.9,2.8,5.4,0,0,0,50,7,5,12,50
2024,1,16,22.5,29.8,17,64,0,6.9,2.8,5.4,0,0,0,51,7,5,13,51
2024,1,17,22.5,29.8,17,64,0,6.9,2.8,5.4,0,0,0,51,8,5,11,51
2024,1,18,22.5,29.8,17,64,0,6.9,2.8,5.4,0,0,0,51,8,5,12,51
2024,1,19,23.1,29.2,17,66,0,6.9,4.1,7.6,0,0,0,50,8,6,12,50
2024,1,20,23.2,29.5,17.8,64,0,6.3,4.3,5.4,0,0,0,59,9,6,12,59
2024,1,21,23.8,30,17.9,59,0,6.3,3.9,7.6,0,0,0,62,9,5,12,62
2024,1,22,23.8,30,17.9,59,0,6.3,3.9,7.6,0,0,0,61,9,5,12,61
2024,1,23,23.8,30,17.9,59,0,6.3,3.9,7.6,0,0,0,60,8,5,12,60
2024,1,24,23.8,30,17.9,59,0,6.3,3.9,7.6,0,0,0,58,8,5,12,58
2024,1,25,23.7,30,18.9,59,0,6.3,4.8,7.6,0,0,0,60,8,6,12,60
2024,1,26,22.7,29.5,17.5,59,0,6.3,5.9,9.4,0,0,0,60,9,6,12,60
2024,1,27,22.7,29.5,16.2,58,0,6.9,4.4,5.4,0,0,0,61,9,6,12,61
2024,1,28,22.7,29.5,16.2,58,0,6.9,4.4,5.4,0,0,0,61,8,6,11,61
2024,1,29,22.7,29.5,16.2,58,0,6.9,4.4,5.4,0,0,0,60,9,6,12,60
2024,1,30,22.7,29.5,16.2,58,0,6.9,4.4,5.4,0,0,0,57,8,5,19,57
2024,1,31,24.2,30.6,16.4,59,0,6.9,3.3,7.6,0,0,0,59,8,5,11,59
2024,2,1,24.7,31.6,19.3,56,0,6.3,3.5,5.4,0,0,0,58,9,5,14,58
2024,2,2,25.1,31.4,20.1,64,0,6.3,5.6,9.4,0,0,0,62,11,5,14,62
2024,2,3,24.6,31.3,20.2,69,0,6.9,4.8,7.6,0,0,0,58,10,5,11,58
2024,2,4,24.6,31.3,20.2,69,0,6.9,4.8,7.6,0,0,0,61,8,5,11,61
2024,2,5,24.6,31.3,20.2,69,0,6.9,4.8,7.6,0,0,0,59,9,5,12,59
2024,2,6,24.6,31.3,20.2,69,0,6.9,4.8,7.6,0,0,0,59,8,5,12,59
2024,2,7,25.7,33,18,43,0,6.6,2,3.5,0,0,0,58,9,5,12,58
2024,2,8,25.4,34.1,18.2,44,0,6.9,1.9,3.5,0,0,0,57,8,5,12,57
2024,2,9,25,34.2,18.4,52,0,6.9,3.9,5.4,0,0,0,59,9,5,12,59
2024,2,10,25,34.2,18.4,52,0,6.9,3.9,5.4,0,0,0,58,9,5,11,58
2024,2,11,25,34.2,18.4,52,0,6.9,3.9,5.4,0,0,0,60,10,5,11,60
2024,2,12,25,34.2,18.4,52,0,6.9,3.9,5.4,0,0,0,56,9,5,12,56
2024,2,13,23.8,32,17.2,60,0,6.3,4.4,5.4,0,0,0,58,9,4,13,58
2024,2,14,24.1,31,18.6,59,0,6.3,3.9,7.6,0,0,0,57,9,5,11,57
2024,2,15,23.7,31.2,17.9,51,0,6.9,3,5.4,0,0,0,59,10,5,13,59
2024,2,16,23.7,31.2,17.9,51,0,6.9,3,5.4,0,0,0,59,9,5,13,59
2024,2,17,23.7,31.2,17.9,51,0,6.9,3,5.4,0,0,0,56,14,5,13,56
2024,2,18,23.7,31.2,17.9,51,0,6.9,3,5.4,0,0,0,62,10,5,11,62
2024,2,19,25.5,32.6,18.4,37,0,6.9,2.2,3.5,0,0,0,59,9,5,10,59
2024,2,20,26.3,33,19.4,43,0,6.3,2.8,5.4,0,0,0,60,10,5,12,60
2024,2,21,26.7,33,21.4,52,0,6.9,3.1,5.4,0,0,0,60,12,5,12,60
2024,2,22,26.7,33,21.4,52,0,6.9,3.1,5.4,0,0,0,61,12,5,11,61
2024,2,23,26.7,33,21.4,52,0,6.9,3.1,5.4,0,0,0,57,12,5,13,57
2024,2,24,26.7,33,21.4,52,0,6.9,3.1,5.4,0,0,0,61,14,5,11,61
2024,2,25,25.7,32.5,21,56,0,6.9,6.9,14.8,0,0,0,59,12,5,12,59
2024,2,26,24.5,32,19,58,0,6.9,5.2,9.4,0,0,0,59,10,5,11,59
2024,2,27,24.3,31.2,20,61,0,6.9,4.6,7.6,0,0,0,56,9,5,10,56
2024,2,28,24.3,31.2,20,61,0,6.9,4.6,7.6,0,0,0,56,9,5,11,56
2024,2,29,24.3,31.2,20,61,0,6.9,4.6,7.6,0,0,0,59,10,5,12,59
2024,3,1,26.1,33.5,18.6,48,0,8.2,5.4,7.6,0,0,0,62,10,5,13,62
2024,3,2,25.8,32.8,19.4,49,0,6.9,4.6,9.4,0,0,0,60,13,5,12,60
2024,3,3,26.3,33.1,20,56,0,6.9,4.1,7.6,0,0,0,59,12,5,12,59
2024,3,4,26.3,33.1,20,56,0,6.9,4.1,7.6,0,0,0,57,13,7,12,57
2024,3,5,26.3,33.1,20,56,0,6.9,4.1,7.6,0,0,0,57,13,7,12,57
2024,6,11,26.3,33.1,20,56,0,6.9,4.1,7.6,1,0,0,57,6,7,12,57
2024,6,13,23.5,29,21.2,82,0,5.5,8.1,11.1,1,0,0,57,6,7,13,57
2024,6,14,24.9,29.6,21,73,4.06,6.3,7.6,11.1,1,0,0,64,11,7,12,64
2024,6,15,25.4,29.6,21.1,65,0,6.9,8.3,11.1,1,0,0,62,10,7,11,62
2024,6,16,25.4,29.6,21.1,65,0,6.9,8.3,11.1,1,0,0,66,13,7,11,66
2024,6,17,25.4,29.6,21.1,65,0,6.9,8.3,11.1,1,0,0,61,12,7,11,61
2024,6,18,25.4,29.6,21.1,65,0,6.9,8.3,11.1,1,0,0,56,10,7,12,56
2024,6,19,25.6,30.3,22.2,68,0,6.9,6.5,7.6,1,0,0,64,12,7,10,64
2024,6,20,24.2,31,22,76,0,4.8,8.3,14.8,1,0,0,62,10,7,11,62
2024,6,21,24.9,30.8,20.8,78,13.97,7.4,9.8,14.8,1,0,0,69,11,7,11,69
2024,6,22,24.9,30.8,20.8,78,13.97,7.4,9.8,14.8,1,0,0,64,10,7,13,64
2024,6,23,24.9,30.8,20.8,78,13.97,7.4,9.8,14.8,1,0,0,61,10,7,11,61
2024,6,24,24.9,30.8,20.8,78,13.97,7.4,9.8,14.8,1,0,0,62,9,8,12,62
2024,6,25,25.5,29,21.5,73,0,7.4,10.6,14.8,1,0,0,50,9,7,12,50
2024,6,26,23.9,29.9,21.5,80,0.25,5.5,13,16.5,1,0,0,62,9,7,11,62
2024,6,27,23.3,27.8,21.4,84,0,5.5,11.1,14.8,1,0,0,67,9,7,12,67
2024,6,28,23.3,27.8,21.4,84,0,5.5,11.1,14.8,1,0,0,62,9,7,12,62
2024,6,29,23.3,27.8,21.4,84,0,5.5,11.1,14.8,1,0,0,61,9,7,11,61
2024,6,30,23.3,27.8,21.4,84,0,5.5,11.1,14.8,1,0,0,61,9,7,12,61
2024,7,1,23.5,27.8,21.8,87,3.05,4.8,7.2,11.1,1,0,0,61,9,7,11,61
2024,7,2,24.5,27.6,21.3,76,2.03,5.5,9.3,16.5,1,0,0,59,9,6,11,59
2024,7,3,24.3,28.4,21.8,79,0,6.9,6.7,11.1,1,0,0,56,9,6,11,56
2024,7,4,24.3,28.4,21.8,79,0,6.9,6.7,11.1,1,0,0,65,9,6,11,65
2024,7,5,24.3,28.4,21.8,79,0,6.9,6.7,11.1,1,0,0,61,9,6,11,61
2024,7,6,24.3,28.4,21.8,79,0,6.9,6.7,11.1,1,0,0,65,9,6,11,65
2024,7,7,23.5,27.8,21.2,80,0,5.5,8.1,11.1,1,0,0,66,9,6,12,66
2024,7,8,21.9,28.8,20.5,81,0,6.3,9.6,14.8,1,0,0,65,9,6,12,65
2024,7,9,22.8,26.4,19.8,77,22.1,6.9,8.7,16.5,1,0,0,59,10,6,11,59
2024,7,11,22.8,26.4,19.8,77,22.1,6.9,8.7,16.5,1,0,0,68,10,6,13,68
2024,7,12,22.8,26.4,19.8,77,22.1,6.9,8.7,16.5,1,0,0,69,9,7,12,69
2024,7,13,23.9,31,20.8,75,0,5.5,9.4,11.1,1,0,0,67,9,8,12,67
2024,7,14,22.7,28,20.6,79,0,4.8,8.7,11.1,1,0,0,65,9,8,11,65
2024,7,15,21.1,22.4,20.5,88,2.03,8,7.8,9.4,1,0,0,66,9,7,11,66
2024,7,16,21.1,22.4,20.5,88,2.03,8,7.8,9.4,1,0,0,30,9,7,13,30
2024,7,17,21.1,22.4,20.5,88,2.03,8,7.8,9.4,1,0,0,72,9,6,11,72
2024,7,18,21.1,22.4,20.5,88,2.03,8,7.8,9.4,1,0,0,59,9,6,11,59
2024,7,19,21,27,20.2,87,5.08,4,8.9,11.1,1,0,0,80,9,6,12,80
2024,7,20,22.7,26,19.8,77,3.05,6.3,10.4,18.3,1,0,0,104,8,6,11,104
2024,7,21,22.7,26.6,20.6,82,0,5.5,10.6,18.3,1,0,0,78,9,6,11,78
2024,7,22,22.7,26.6,20.6,82,0,5.5,10.6,18.3,1,0,0,73,8,6,11,73
2024,7,23,22.7,26.6,20.6,82,0,5.5,10.6,18.3,1,0,0,67,9,6,11,67
2024,7,24,22.7,26.6,20.6,82,0,5.5,10.6,18.3,1,0,0,66,9,8,11,66
2024,7,25,22.4,25.6,20.2,88,4.06,4.8,10,11.1,1,0,0,61,8,8,12,61
2024,7,26,23,26,20.8,85,0.51,4.8,8.3,9.4,1,0,0,62,8,8,11,62
2024,7,27,23.7,27.4,20.4,74,2.03,6.3,10.7,14.8,1,0,0,58,8,8,11,58
2024,7,28,23.7,27.4,20.4,74,2.03,6.3,10.7,14.8,1,0,0,65,8,8,11,65
2024,7,29,23.7,27.4,20.4,74,2.03,6.3,10.7,14.8,1,0,0,59,8,8,11,59
2024,7,30,23.7,27.4,20.4,74,2.03,6.3,10.7,14.8,1,0,0,64,9,8,11,64
2024,7,31,22.8,26.3,20.2,85,6.1,6.6,8.3,9.4,1,0,0,64,8,6,13,64
2024,8,1,22.9,27.2,20,84,27.94,7.4,8.1,11.1,1,0,0,63,8,5,11,63
2024,8,2,23.2,27,20.6,85,3.05,5.8,8.5,11.1,1,0,0,60,9,5,13,60
2024,8,3,23.1,27.5,20.2,83,0,6.3,8.9,9.4,1,0,0,64,8,5,12,64
2024,8,4,23.1,27.5,20.2,83,0,6.3,8.9,9.4,1,0,0,60,9,5,11,60
2024,8,5,23.1,27.5,20.2,83,0,6.3,8.9,9.4,1,1,0,62,9,4,12,62
2024,8,6,23.1,27.5,20.2,83,0,6.3,8.9,9.4,1,1,0,66,8,4,10,66
2024,8,7,22.7,29.2,20.3,83,1.78,5.5,5.4,7.6,1,1,0,65,8,4,11,65
2024,8,8,23.4,26.2,20.8,77,6.1,6.3,8.1,16.5,1,1,0,63,8,4,12,63
2024,8,9,24.3,27.4,20.5,72,0,7.4,5.9,7.6,1,1,0,63,9,4,11,63
2024,8,10,24.3,27.4,20.5,72,0,7.4,5.9,7.6,1,1,0,60,9,5,11,60
2024,8,14,26.4,31,23,72,0,6.8,3.5,5.4,1,0,0,60,9,4,12,60
2024,8,15,25.9,31,22.5,78,0,6.3,2.8,5.4,1,0,0,69,9,6,11,69
2024,8,16,25.3,30.4,23.6,83,12.95,5.5,2.8,3.5,1,0,0,67,9,5,12,67
2024,8,17,25.3,30.4,23.6,83,12.95,5.5,2.8,3.5,1,0,0,64,9,5,12,64
2024,8,18,25.3,30.4,23.6,83,12.95,5.5,2.8,3.5,1,0,0,64,9,5,11,64
2024,8,19,25.3,30.4,23.6,83,12.95,5.5,2.8,3.5,1,0,0,66,9,6,11,66
2024,8,20,24.6,30.7,21.8,80,12.95,6.3,1.3,3.5,1,1,0,58,9,6,12,58
2024,8,21,23.9,29.2,21.4,77,0.25,6.9,7.6,11.1,1,1,0,62,9,5,12,62
2024,8,22,24.6,28.8,20.2,71,0,6.9,9.4,16.5,1,1,0,69,9,6,11,69
2024,8,23,24.6,28.8,20.2,71,0,6.9,9.4,16.5,1,1,0,80,9,6,11,80
2024,8,24,24.6,28.8,20.2,71,0,6.9,9.4,16.5,1,1,0,77,9,6,11,77
2024,8,25,24.6,28.8,20.2,71,0,6.9,9.4,16.5,1,1,0,75,9,6,12,75
2024,8,26,24.1,28.8,20.7,68,0,6.9,13.3,14.8,1,1,0,81,9,6,11,81
2024,8,27,23.9,28.7,20.9,70,0,6.3,8.7,14.8,1,1,0,73,9,5,11,73
2024,8,28,23.4,28.1,20.5,73,0,6.9,9.4,14.8,1,1,0,67,9,6,11,67
2024,8,29,23.4,28.1,20.5,73,0,6.9,9.4,14.8,1,1,0,65,9,6,12,65
2024,8,30,23.4,28.1,20.5,73,0,6.9,9.4,14.8,1,1,0,76,9,6,11,76
2024,8,31,23.4,28.1,20.5,73,0,6.9,9.4,14.8,1,1,0,66,9,5,12,66
2024,9,1,23.9,28,20.8,69,0,5.5,10,14.8,1,1,0,62,9,5,11,62
2024,9,2,23.9,29.2,21.2,74,0,6.6,9.1,14.8,1,1,0,60,9,5,12,60
2024,9,3,23.8,28.3,21.2,73,0,4.8,6.9,11.1,1,1,0,66,10,5,11,66
2024,9,4,23.8,28.3,21.2,73,0,4.8,6.9,11.1,1,1,0,67,10,5,11,67
2024,9,5,23.8,28.3,21.2,73,0,4.8,6.9,11.1,1,1,0,63,10,6,11,63
2024,9,6,23.8,28.3,21.2,73,0,4.8,6.9,11.1,1,1,0,63,10,5,12,63
2024,9,7,23.8,28,21.2,73,0,6.3,6.5,9.4,1,1,0,65,10,5,12,65
2024,9,8,23.6,29,21,74,0,6.9,8.7,11.1,1,1,0,63,10,5,12,63
2024,9,9,23.9,29.6,20.9,72,0,6.3,7.4,11.1,1,1,0,66,11,6,10,66
2024,9,10,23.9,29.6,20.9,72,0,6.3,7.4,11.1,1,1,0,69,11,6,11,69
2024,9,11,23.9,29.6,20.9,72,0,6.3,7.4,11.1,1,1,0,60,11,5,12,60
2024,9,12,23.9,29.6,20.9,72,0,6.3,7.4,11.1,1,1,0,65,11,5,11,65
2024,9,13,24.4,29.1,20.4,63,0,7.6,7,11.1,1,1,0,63,12,5,11,63
2024,9,14,24.8,29.8,21,63,0,6.9,7.4,11.1,1,1,0,57,12,6,11,57
2024,9,15,24.6,29.8,20.6,66,0,6.9,6.5,9.4,1,1,0,54,12,6,11,54
2024,9,16,24.6,29.8,20.6,66,0,6.9,6.5,9.4,1,1,0,60,12,6,11,60
2024,9,17,24.6,29.8,20.6,66,0,6.9,6.5,9.4,1,1,0,59,12,6,11,59
2024,9,18,24.6,29.8,20.6,66,0,6.9,6.5,9.4,1,1,0,65,13,6,11,65
2024,9,19,25.2,31.3,20.4,60,0,6.9,5.7,7.6,1,1,0,106,13,5,11,106
2024,9,20,25.6,31.1,20.8,58,2.03,6.9,5.9,9.4,1,1,0,61,13,6,11,61
2024,9,21,24.6,31.6,21,65,0,6.3,7.4,11.1,1,1,0,50,13,7,11,50
2024,9,23,24.6,31.6,21,65,0,6.3,7.4,11.1,1,1,0,69,13,6,11,69
2024,9,24,24.6,31.6,21,65,0,6.3,7.4,11.1,1,1,0,72,12,6,11,72
2024,9,25,23.8,28.7,21.5,74,0,6.9,8,11.1,1,1,0,94,11,6,11,94
2024,9,26,24.1,28.1,20.9,73,0,6.3,6.7,9.4,1,1,0,69,11,5,11,69
2024,9,27,24.4,28.5,20.9,71,0,6.9,5.6,7.6,1,1,0,107,11,6,11,107
2024,9,29,24.4,28.5,20.9,71,0,6.9,5.6,7.6,1,1,0,78,11,7,11,78
2024,9,30,24.4,28.5,20.9,71,0,6.9,5.6,7.6,1,1,0,73,12,5,12,73
2024,10,1,26.7,31.4,22,62,0,6.6,3.9,5.4,1,1,0,74,12,6,11,74
2024,10,2,25.7,32,20.4,67,0.51,6.9,5.2,7.6,1,1,0,41,12,7,11,41
2024,10,3,22.8,32.8,19.8,79,21.08,5.5,6.1,9.4,1,1,0,27,11,7,11,27
2024,10,4,22.8,32.8,19.8,79,21.08,5.5,6.1,9.4,1,1,0,91,11,6,11,91
2024,10,5,22.8,32.8,19.8,79,21.08,5.5,6.1,9.4,1,1,0,52,11,5,11,52
2024,10,6,22.8,32.8,19.8,79,21.08,5.5,6.1,9.4,1,1,0,73,11,7,11,73
2024,10,7,24.5,29.4,21.8,69,0,6.9,4.1,5.4,1,1,0,116,11,6,11,116
2024,10,8,25.1,29.4,21.5,74,0.51,6.3,5,5.4,1,1,0,39,11,5,11,39
2024,10,9,25.3,29.6,21.4,69,0,6.9,5.2,7.6,1,1,0,93,11,5,11,93
2024,10,10,25.3,29.6,21.4,69,0,6.9,5.2,7.6,1,1,0,74,11,5,11,74
2024,10,11,25.3,29.6,21.4,69,0,6.9,5.2,7.6,1,1,0,38,11,5,11,38
2024,10,12,25.3,29.6,21.4,69,0,6.9,5.2,7.6,1,1,0,76,11,5,11,76
2024,10,13,23.7,29.1,21.2,82,4.06,6.9,4.4,5.4,1,1,0,29,10,6,11,29
2024,10,14,22.1,27.4,20.4,83,3.3,5.5,2.2,5.4,1,1,0,49,10,6,11,49
2024,10,15,20.7,25.4,20,86,16,4,2,5.4,1,1,0,52,10,5,11,52
2024,10,16,20.7,25.4,20,86,16,4,2,5.4,1,1,0,61,10,5,12,61
2024,10,17,20.7,25.4,20,86,16,4,2,5.4,1,1,0,61,10,5,11,61
2024,10,18,20.7,25.4,20,86,16,4,2,5.4,1,1,0,61,10,4,11,61
2024,10,19,22.4,28.4,21.4,88,0.76,6.3,3,5.4,1,1,0,63,11,4,11,63
2024,10,20,23.8,28,20.9,84,20.32,6.3,3,5.4,1,1,0,63,10,4,11,63
2024,10,21,23.5,29.2,20.7,83,61.98,5.5,2.2,5.4,1,1,0,62,10,4,12,62
2024,10,22,23.5,29.2,20.7,83,61.98,5.5,2.2,5.4,1,1,0,63,10,4,11,63
2024,10,23,23.5,29.2,20.7,83,61.98,5.5,2.2,5.4,1,1,0,63,10,4,12,63
2024,10,24,23.5,29.2,20.7,83,61.98,5.5,2.2,5.4,1,1,0,62,10,10,14,62
2024,10,25,23.8,27.6,20.5,73,0,6.9,1.1,5.4,1,1,0,58,11,6,13,58
2024,10,26,23.9,28.4,20.2,69,0,7.4,2.6,5.4,1,1,0,60,11,5,14,60
2024,10,27,23.3,29.6,19.4,69,0,6.9,2.8,3.5,1,1,0,60,11,4,15,60
2024,10,28,23.3,29.6,19.4,69,0,6.9,2.8,3.5,1,1,0,74,11,5,13,74
2024,10,29,23.3,29.6,19.4,69,0,6.9,2.8,3.5,1,1,0,81,11,6,13,81
2024,10,30,23.3,29.6,19.4,69,0,6.9,2.8,3.5,1,1,0,89,11,8,16,89
2024,10,31,23.9,27.6,21.1,79,3.81,5.5,0.4,3.5,1,1,0,117,15,6,17,117
2024,11,1,24.3,28.6,21.3,76,0,6.9,2.8,3.5,1,1,0,97,14,6,19,97
2024,11,2,24.9,29.7,21,71,0.25,6.9,3.7,7.6,1,1,0,81,12,5,21,81
2024,11,7,23.4,29.2,20.4,76,0,5.5,4.1,5.4,1,1,0,108,11,6,12,108
2024,11,8,24.7,29.6,19.2,61,0,6.3,3.5,5.4,1,1,0,52,10,6,12,52
2024,11,9,24.4,30,19.7,59,0,6.9,3.1,3.5,1,1,0,22,10,6,11,22
2024,11,10,24.4,30,19.7,59,0,6.9,3.1,3.5,1,1,0,55,10,6,12,55
2024,11,11,24.4,30,19.7,59,0,6.9,3.1,3.5,1,1,0,66,10,6,11,66
2024,11,12,24.4,30,19.7,59,0,6.9,3.1,3.5,1,1,0,63,10,6,12,63
2024,11,13,23.5,26,20.6,83,0.76,4,3.3,5.4,1,1,0,47,10,6,12,47
2024,11,14,22.3,27.4,21.2,90,0,4,3,5.4,1,1,0,45,10,6,12,45
2024,11,15,22.5,25,20.4,88,4.06,6.3,0.9,3.5,1,1,0,54,10,6,11,54
2024,11,16,22.5,25,20.4,88,4.06,6.3,0.9,3.5,1,1,0,61,10,6,9,61
2024,11,17,22.5,25,20.4,88,4.06,6.3,0.9,3.5,1,1,0,72,10,7,10,72
2024,11,23,23.1,28,19.2,71,0,6.3,2.2,5.4,0,0,0,68,10,5,10,68
2024,11,24,23.2,28.3,18.8,70,0,6.9,0.9,3.5,0,0,0,63,10,5,12,63
2024,11,25,22.7,28.4,18.5,72,0,6.9,2.2,3.5,0,0,0,70,10,5,9,70
2024,11,26,22.7,28.4,18.5,72,0,6.9,2.2,3.5,1,0,0,66,10,5,10,66
2024,11,27,22.7,28.4,18.5,72,0,6.9,2.2,3.5,1,0,0,64,10,4,10,64
2024,11,28,22.7,28.4,18.5,72,0,6.9,2.2,3.5,1,0,0,22,10,5,9,22
2024,11,29,22.6,27.5,18.3,76,0,6.9,3.3,5.4,1,0,0,16,10,5,8,16
2024,11,30,21.3,27.5,20.2,89,0,5.5,3.5,3.5,1,0,0,17,10,4,8,17
2024,12,2,21.3,22.4,20.2,91,18.8,4,4.8,7.6,1,1,0,17,9,4,14,17
2024,12,3,22.1,23,20.3,88,39.88,5.8,4.4,5.4,1,1,0,35,9,5,10,35
2024,12,4,23,25.6,19.2,78,21.08,6.9,3,5.4,1,1,0,56,9,5,10,56
2024,12,5,23,25.6,19.2,78,21.08,6.9,3,5.4,1,1,0,56,9,5,11,56
2024,12,6,23,25.6,19.2,78,21.08,6.9,3,5.4,1,1,0,57,9,5,10,57
2024,12,7,23,25.6,19.2,78,21.08,6.9,3,5.4,1,1,0,57,9,5,10,57
2024,12,8,24.1,29.6,19.3,65,0,6.9,3.5,5.4,1,1,0,57,10,6,12,57
2024,12,9,23.7,29.8,18.9,67,0,6.3,3,5.4,1,1,0,58,10,6,10,58
