Year,Month,Day,T,TM,Tm,H,PP,VV,V,VM,RA,TS,FG,pm10,no2,so2,co,AQI
2024,12,10,23.8,28.8,19,66,0,6.3,3.9,5.4,1,1,0,58,9,5,9,58
2024,12,11,23.8,28.8,19,66,0,6.3,3.9,5.4,1,1,0,55,9,6,12,55
2024,12,12,23.8,28.8,19,66,0,6.3,3.9,5.4,1,1,0,56,9,6,11,56
2024,12,13,23.8,28.8,19,66,0,6.3,3.9,5.4,1,1,0,112,9,6,10,112
2024,12,14,21.9,26,18.8,76,0.51,5.5,3.5,3.5,1,1,0,58,9,6,10,58
2024,12,15,21.2,26.6,16.6,66,0,6.9,3.9,5.4,1,1,0,58,9,6,11,58
2024,12,16,21.1,27,15.5,62,0,6.9,3,5.4,1,1,0,62,9,6,9,62
2024,12,17,21.1,27,15.5,62,0,6.9,3,5.4,1,1,0,65,9,5,9,65
2024,12,18,21.1,27,15.5,62,0,6.9,3,5.4,1,1,0,65,9,5,9,65
2024,12,19,21.1,27,15.5,62,0,6.9,3,5.4,1,1,0,65,9,6,9,65
2024,12,20,22.9,27.5,20,80,0,5.8,2,3.5,1,1,0,65,9,6,10,65
2024,12,21,24.4,29.2,19.3,68,0,6.9,2.2,5.4,1,1,0,65,9,6,9,65
2024,12,22,23.4,29.7,19.8,73,0,6.9,3,5.4,1,1,0,65,9,6,10,65
2024,12,23,23.4,29.7,19.8,73,0,6.9,3,5.4,1,1,0,65,9,6,9,65
2024,12,24,23.4,29.7,19.8,73,0,6.9,3,5.4,1,1,0,67,9,6,8,67
2024,12,25,23.4,29.7,19.8,73,0,6.9,3,5.4,1,1,0,66,9,6,10,66
2024,12,26,21.8,26.4,20.2,85,1.02,6.9,3.9,5.4,1,1,0,66,9,6,10,66
2024,12,27,21.3,24.7,19.3,86,1.02,4.8,4.3,5.4,1,1,0,66,9,6,10,66
2024,12,28,22.1,26.2,17.9,73,0,6.9,5,7.6,1,1,0,67,9,6,10,67
2024,12,29,22.1,26.2,17.9,73,0,6.9,5,7.6,1,1,0,67,9,6,10,67
2024,12,31,22.1,26.2,17.9,73,0,6.9,5,7.6,1,1,0,67,8,5,9,67
2025,1,1,21.9,29,16.5,66,0,6.9,4.3,5.4,1,1,0,69,8,5,9,69
2025,1,2,21.8,27.5,16.3,63,0,6.9,4.6,5.4,1,1,0,68,9,5,10,68
2025,1,3,21.2,27.4,16.4,64,0,6.9,4.6,5.4,1,1,0,68,9,6,10,68
2025,1,4,21.2,27.4,16.4,64,0,6.9,4.6,5.4,1,1,0,68,9,6,8,68
2025,1,5,21.2,27.4,16.4,64,0,6.9,4.6,5.4,1,1,0,67,8,6,9,67
2025,1,6,21.2,27.4,16.4,64,0,6.9,4.6,5.4,1,1,0,68,9,5,6,68
2025,1,7,22.1,26.4,16.6,59,0,7.4,2.8,5.4,1,1,0,65,9,5,7,65
2025,1,8,21.7,28,16.4,58,0,6.9,3.9,9.4,1,1,0,62,10,4,8,62
2025,1,9,21,28.7,14.9,69,0,6.6,5.7,7.6,1,1,0,62,10,4,6,62
2025,1,10,21,28.7,14.9,69,0,6.6,5.7,7.6,1,1,0,62,10,4,6,62
2025,1,14,21.9,26.2,18,75,0,6.3,5,7.6,1,1,0,62,12,5,5,62
2025,1,15,21,27.4,17,73,0,6.9,4.8,7.6,1,1,0,66,12,5,4,66
2025,1,16,21,27.4,17,73,0,6.9,4.8,7.6,1,1,0,68,11,4,4,68
2025,1,17,21,27.4,17,73,0,6.9,4.8,7.6,1,1,0,74,9,5,4,74
2025,1,18,21,27.4,17,73,0,6.9,4.8,7.6,1,1,0,73,9,6,4,73
2025,1,19,19.8,27.4,18.2,90,3.05,4,4.1,5.4,1,1,0,72,8,5,8,72
2025,1,20,22,27.4,18,64,2.03,6.9,2.2,3.5,1,1,0,72,7,5,11,72
2025,1,21,21.1,28.4,15.2,63,0,6.9,3,5.4,1,1,0,73,7,4,7,73
2025,1,22,21.1,28.4,15.2,63,0,6.9,3,5.4,1,1,0,72,8,3,6,72
2025,1,23,21.1,28.4,15.2,63,0,6.9,3,5.4,1,1,0,64,8,2,2,64
2025,1,24,21.1,28.4,15.2,63,0,6.9,3,5.4,1,1,0,92,8,2,2,92
2025,1,25,21.8,29.2,15,62,0,6.9,4.3,5.4,1,1,0,88,8,1,1,88
2025,1,26,22.7,30.2,14.9,50,0,6.3,3.9,5.4,1,1,0,105,8,1,2,105
2025,1,27,22.4,31,15.4,63,0,6.9,3.9,5.4,1,1,0,83,8,2,7,83
2025,1,28,22.4,31,15.4,63,0,6.9,3.9,5.4,1,1,0,61,9,3,12,61
2025,1,29,22.4,31,15.4,63,0,6.9,3.9,5.4,1,1,0,38,11,4,13,38
2025,1,30,22.4,31,15.4,63,0,6.9,3.9,5.4,1,1,0,120,11,4,14,120
2025,1,31,24.5,30.6,19.6,70,0,6.3,4.4,5.4,1,1,0,70,11,4,14,70
2025,2,1,24.7,31.4,19.7,65,0,6.9,2.8,5.4,1,1,0,70,11,4,14,70
2025,2,2,24.3,31.8,19.6,54,0,6.3,3.9,5.4,1,1,0,69,11,4,11,69
2025,2,3,24.2,32.5,16.7,53,0,7.4,3.1,5.4,1,1,0,71,11,4,11,71
2025,2,4,24.2,32.5,16.7,53,0,7.4,3.1,5.4,1,1,0,71,11,4,11,71
2025,2,5,24.2,32.5,16.7,53,0,7.4,3.1,5.4,1,1,0,73,11,4,11,73
2025,2,6,24.2,32.5,16.7,53,0,7.4,3.1,5.4,1,1,0,71,11,4,11,71
2025,2,7,24.6,30.7,15.9,50,0,7.4,4.6,7.6,1,1,0,71,11,4,11,71
2025,2,8,23.9,31.4,16.9,65,0,6.9,3,5.4,1,1,0,73,12,4,12,73
2025,2,9,24.3,30.7,17.4,63,0,7.4,4.3,7.6,1,1,0,73,13,4,12,73
2025,2,10,24.3,30.7,17.4,63,0,7.4,4.3,7.6,1,1,0,73,14,3,10,73
2025,2,11,24.3,30.7,17.4,63,0,7.4,4.3,7.6,1,1,0,71,15,3,10,71
2025,2,12,24.3,30.7,17.4,63,0,7.4,4.3,7.6,1,1,0,72,15,4,10,72
2025,2,13,24.1,33.6,17,56,0,6.9,3.3,7.6,1,1,0,72,15,3,8,72
2025,2,14,25.5,33.3,17.1,52,0,6.9,4.1,7.6,1,1,0,71,17,4,14,71
2025,2,15,25.3,33.5,18.2,53,0,6.9,3.3,5.4,1,1,0,75,15,4,10,75
2025,2,16,25.3,33.5,18.2,53,0,6.9,3.3,5.4,1,1,0,73,11,4,11,73
2025,2,17,25.3,33.5,18.2,53,0,6.9,3.3,5.4,1,1,0,71,11,4,11,71
2025,2,18,25.3,33.5,18.2,53,0,6.9,3.3,5.4,1,1,0,84,13,4,13,84
2025,2,19,26.3,33.2,17.8,49,0,6.9,3.5,5.4,1,1,0,71,16,3,13,71
2025,2,20,26.9,34.4,19.6,49,0,8,4.4,7.2,1,1,0,73,16,3,12,73
2025,2,21,25.9,33.2,19,54,0,6.9,4.1,7.6,1,1,0,72,17,2,9,72
2025,2,22,25.9,33.2,19,54,0,6.9,4.1,7.6,1,1,0,71,17,2,9,71
2025,2,25,24.8,32.2,18.3,56,0,6.9,7.2,11.1,1,1,0,71,17,3,8,71
2025,2,26,25,31.6,19.4,56,0,6.9,7,9.4,1,1,0,71,16,3,10,71
2025,2,27,24.8,31.9,18.4,50,0,6.9,5.9,9.4,1,1,0,70,16,3,11,70
2025,2,28,24.8,31.9,18.4,50,0,6.9,5.9,9.4,1,1,0,69,17,3,11,69
2025,3,1,25.4,32,19.4,64,0,6.9,5.6,7.6,1,1,0,69,18,3,10,69
2025,3,2,25.4,32.1,20.7,62,0,6.9,4.6,7.6,1,1,0,71,18,3,9,71
2025,3,3,26.8,32.9,21.3,48,0,6.9,4.3,5.4,1,1,0,70,16,3,9,70
2025,3,4,26.8,32.9,21.3,48,0,6.9,4.3,5.4,1,1,0,72,12,4,11,72
2025,3,5,26.8,32.9,21.3,48,0,6.9,4.3,5.4,1,1,0,73,11,4,11,73
